ID,Domain,Repository,Created,URL,Title,Labels,Description
adobe-aem-guides-wknd-152,traditional-website,adobe/aem-guides-wknd,2020-10-15T17:55:08Z,https://github.com/adobe/aem-guides-wknd/issues/152,Use nt:unstructured instead of cq:Page for editable templates,enhancement,"The nodes at
  
  1. /conf/wknd/settings/wcm
  1. /conf/wknd/settings/wcm/policies
  1. /conf/wknd/settings/wcm/templates
  
  should be of type `nt:unstructured` instead of `cq:Page` as they don't have the `jcr:content` sub node required for `cq:Pages`

Acceptance Criteria (1):
--------------------------------------------------------------------------------
  1. be of type `nt:unstructured` instead of `cq:Page` as they don't have the `jcr:content` sub node required for `cq:Pages`

Technical Notes (1):
--------------------------------------------------------------------------------
  • /conf/wknd/settings/wcm/templates

should be of type `nt:unstructured` instead of `cq:Page` as they don't have the `jcr:content` sub node required for `cq:Pages`"
adobe-aem-guides-wknd-150,other,adobe/aem-guides-wknd,2020-10-07T20:31:46Z,https://github.com/adobe/aem-guides-wknd/issues/150,Updated WKND version release scheme,enhancement,"It would be nice if WKND project released using semantic versioning (https://semver.org/) to help indicate if a release is:
  
  1. A bug-fix release (build)
  1. Introduces a new feature/implementation example (minor)
  1. Is a substantial change that breaks backward compatibility w/ prior WKND version (such as 0.0.6 did) (major)"
adobe-aem-guides-wknd-139,other,adobe/aem-guides-wknd,2020-09-26T20:26:16Z,https://github.com/adobe/aem-guides-wknd/issues/139,Update project to Archetype 24,enhancement,Update the project to match the dependencies and styles of AEM Project Archetype version 24
adobe-aem-guides-wknd-128,traditional-website,adobe/aem-guides-wknd,2020-08-28T18:33:45Z,https://github.com/adobe/aem-guides-wknd/issues/128,[Data Layer] Custom Component example,"enhancement, merged main","The ImageList custom component should implement the data layer as an example of how to add the data layer to custom components.
  
  **Data schema**
  
  A component entry for the overall ImageList component:
  
  ```json
  image-list-XXXX:
    @type: ""wknd/components/image-list""
  ```
  ... (18 more lines)

Acceptance Criteria (1):
--------------------------------------------------------------------------------
  1. implement the data layer as an example of how to add the data layer to custom components."
adobe-aem-guides-wknd-8,other,adobe/aem-guides-wknd,2019-06-27T16:58:55Z,https://github.com/adobe/aem-guides-wknd/issues/8,Update to Core Components 2.5.0,enhancement,"The tutorial and code base should be updated to use the latest released verson of Core Components, which is 2.5.0

Acceptance Criteria (1):
--------------------------------------------------------------------------------
  1. be updated to use the latest released verson of Core Components, which is 2."
directus-directus-25929,other,directus/directus,2025-10-06T06:31:29Z,https://github.com/directus/directus/issues/25929,There is no option to default filter in collection,"Feature, Validation, Chore, Studio, Low Reach, Low Impact","i open the feature request but i think issue is more prominent place to get reach you guys.
  
  https://github.com/directus/directus/discussions/25928
  
  I think somebody who knows directus well can implmeent this easely."
directus-directus-25863,traditional-website,directus/directus,2025-09-19T11:59:13Z,https://github.com/directus/directus/issues/25863,Optional Drawer View for Item Details,"Feature, Studio, UX / DX, Med Impact, High Reach","\[Directus - Option to Open Items in Drawer from a Layout - Watch Video\]([https://www.loom.com/share/6cb9c62dbc954ed99b5449ffaf60fbb3](https://www.loom.com/share/6cb9c62dbc954ed99b5449ffaf60fbb3))
  
  ![](https://uploads.linear.app/8d64f771-381d-4a46-a408-28b4fcc13d22/726f9852-013f-4343-9f1b-fba3fc053e29/63157fc3-8dbc-4e12-8926-e37bfb293172?signature=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJwYXRoIjoiLzhkNjRmNzcxLTM4MWQtNGE0Ni1hNDA4LTI4YjRmY2MxM2QyMi83MjZmOTg1Mi0wMTNmLTQzNDMtOWYxYi1mYmEzZmMwNTNlMjkvNjMxNTdmYzMtOGRiYy00ZTEyLTg5MjYtZTM3YmZiMjkzMTcyIiwiaWF0IjoxNzU4ODIzNjYxLCJleHAiOjMzMzI5MzgzNjYxfQ.s7e5QzB22Gy9rj1TBvEGp6DJZtJ-3nTlW50jwsae8ME)
  
  When browsing items in different layouts (Map, Cards, Table, Kanban), clicking on an item takes you to the item detail page. This makes you lose your current context and position, so you have to navigate back and find where you were."
helm-helm-31548,traditional-website,helm/helm,2025-11-20T14:45:19Z,https://github.com/helm/helm/issues/31548,Helm 4: Emits "unable to find exact version" even when no version was specified,"feature, good first issue","When running commands like `helm show chart` or `helm template`, a warning is emitted that suggests that no exact version can be found:
  ```
  helm show chart brigade/brigade
  level=WARN msg=""unable to find exact version; falling back to closest available version"" chart=brigade requested="""" selected=1.10.0
  ```

  This warning does not show when using OCI references!

  This is maybe a regression introduced with https://github.com/helm/helm/issues/31253 / https://github.com/helm/helm/commit/9e2d4680e11fc9f2fb209a290e465d56c79e8c72

Acceptance Criteria (1):
--------------------------------------------------------------------------------
  1. be emitted and the latest version is used as described by the `--version` flag description:"
helm-helm-31531,api-backend,helm/helm,2025-11-18T17:47:34Z,https://github.com/helm/helm/issues/31531,Support plugin update version flag,feature,"I'd like the `helm plugin update` command to support a `--version` flag like `helm plugin install`.

  I'd like to be able to request a specific plugin version when updating."
helm-helm-31529,traditional-website,helm/helm,2025-11-18T15:47:29Z,https://github.com/helm/helm/issues/31529,duplicate env vars are now treated as errors in helm v4,"help wanted, question/support, feature","I am now getting errors such as the following:
  ```
  > ~/code/helm/bin/helm install jesse .
  ```
  > Error: INSTALLATION FAILED: failed to create typed patch object (default/jesse-test; apps/v1, Kind=Deployment): .spec.template.spec.containers[name=""test""].env: duplicate entries for key [name=""SERVER_CONTEXT_PATH""]

  Because there is a duplicate environment variable named `SERVER_CONTEXT_PATH` inside the manifest.

  k8s in general allows you to specify duplicate environment variables. And when a duplicate env var exists, k8s will insert the bottom-most entry into the container.

Acceptance Criteria (1):
--------------------------------------------------------------------------------
  1. insert the bottom-most entry into the container.

Technical Notes (1):
--------------------------------------------------------------------------------
  • If this is expected behavior, can I get some advice on how I can change my helm charts to filter out the duplicates"
helm-helm-31520,performance,helm/helm,2025-11-16T18:58:49Z,https://github.com/helm/helm/issues/31520,Helm 4 - debug logging is not detailed,"feature, good first issue","When we run upgrade/install with `--debug` flag, we expect to see detailed log information (at least in helm3 it was such)

  If we do it for a chart which contains helm hooks like `preinstall` or `preupgrade` (for instance), output is like this:
  ```shell
  level=DEBUG msg=""setup up default downloader cache""
  level=DEBUG msg=""found chart in cache"" id=fcb0b96755587496894e5a77040bdf7e4e37946b25153ba4417ea003a6ed2753
  level=DEBUG msg=""number of dependencies in the chart"" dependencies=4
  level=DEBUG msg=""number of dependencies in the chart"" dependencies=0
  level=DEBUG msg=""number of dependencies in the chart"" dependencies=3
  level=DEBUG msg=""number of dependencies in the chart"" dependencies=0
  ... (5 more lines)"
helm-helm-31505,traditional-website,helm/helm,2025-11-13T20:29:58Z,https://github.com/helm/helm/issues/31505,Helm4 upgrade with dry-run and server-side enabled doesn't catch errors,"help wanted, feature","Let's assume we have the following chart:
  1) Chart.yaml
  ```yaml
  apiVersion: v2
  name: helm4-test
  version: 1.0.0
  ```
  2) templates/deployment.yaml
  ```yaml
  apiVersion: apps/v1
  ... (34 more lines)

Acceptance Criteria (2):
--------------------------------------------------------------------------------
  1. return error that `resources` is unknown field for `spec`.
  2. `Helm4` with server-side work the same way?"
helm-helm-31500,cms-web,helm/helm,2025-11-13T12:14:04Z,https://github.com/helm/helm/issues/31500,Multi type plugins,feature,"The old plugin system supports plugins with multiple feature, e.g. cli and getter at the same time:

  * https://github.com/jkroepke/helm-secrets/blob/v4.6.11/plugin.yaml

  With the new plugin system, a plugin can be only a CLI or a getter plugin, but not both at the same time.

Acceptance Criteria (1):
--------------------------------------------------------------------------------
  1. not need to install 3 plugins separately."
helm-helm-31498,traditional-website,helm/helm,2025-11-13T07:58:01Z,https://github.com/helm/helm/issues/31498,Helm WASM Plugin Support for Custom Template Functions,feature,"Helm should provide an **optional interface in Helm v4's Extism plugin runtime** that allows WASM plugins to register custom template functions directly into the templating system:[1]

  - Add a plugin type (e.g., `wasm-template-functions`) that can expose additional template functions callable during chart rendering.
  - Security is governed by an **allowlist/denylist** for functions configured in `plugins.yaml`.
  - This system should support all Helm workflows (lint, template, install) without requiring wrapper binaries or external scripts.
  - The interface should be fully backward compatible, with plugins only enabled via opt-in configuration.

  This extension is needed for the following reasons:[12138](https://github.com/helm/helm/issues/12138)

Acceptance Criteria (3):
--------------------------------------------------------------------------------
  1. provide an **optional interface in Helm v4's Extism plugin runtime** that allows WASM plugins to register custom template functions directly into the
  2. support all Helm workflows (lint, template, install) without requiring wrapper binaries or external scripts.
  3. be fully backward compatible, with plugins only enabled via opt-in configuration."
helm-helm-31456,other,helm/helm,2025-11-04T18:38:14Z,https://github.com/helm/helm/issues/31456,Rename helm/.github/copilot-instructions.md to AGENTS.md,"feature, good first issue",Rename https://github.com/helm/helm/blob/main/.github/copilot-instructions.md to AGENTS.md per https://github.blog/changelog/2025-08-28-copilot-coding-agent-now-supports-agents-md-custom-instructions/ and https://agents.md/
helm-helm-31454,other,helm/helm,2025-11-04T12:44:40Z,https://github.com/helm/helm/issues/31454,Convert pkg/cmd/load_plugins.go to slog,"feature, good first issue","Convert pkg/cmd/load_plugins.go to slog

  _From comment by @robertsirc in https://github.com/helm/helm/pull/31427#discussion_r2470816680_"
helm-helm-31449,other,helm/helm,2025-11-01T13:06:32Z,https://github.com/helm/helm/issues/31449,Add --no-headers flag to helm repo list,feature,"Add a new boolean flag `--no-headers` to `helm repo list` that suppresses the header row in the output.

  Implementation is available in https://github.com/helm/helm/pull/31448.

  Example:
  ```
  $ helm repo list
  NAME          URL
  charts        https://charts.helm.sh/stable
  firstexample  http://firstexample.com
  ... (1 more lines)"
helm-helm-31439,other,helm/helm,2025-10-29T17:14:15Z,https://github.com/helm/helm/issues/31439,Add support for SOURCE_DATE_EPOCH in reproducible builds,"help wanted, feature","See https://github.com/helm/helm/pull/31323#issuecomment-3333144185

  To enable someone to specify a date following the common environment variable name."
helm-helm-31332,performance,helm/helm,2025-09-25T08:46:34Z,https://github.com/helm/helm/issues/31332,Enable testing to optionally use memory for the tempDir,feature,"When using t.TempDir() the temp directory is on the filesystem. For those who have a lot of RAM, memory could be used instead of the filesystem for a speedup in test execution. Core Go does not have this functionality but go github.com/spf13/afero can be used instead, optionally."
helm-helm-31253,devops,helm/helm,2025-09-05T15:03:14Z,https://github.com/helm/helm/issues/31253,helm pull silently pulling a different chart version if the one specified doesn't exist,feature,"```
  helm repo add rancher https://charts.rancher.io/
  helm pull rancher/longhorn-crd --version 106.2.0+up1.8.2 --destination /tmp/
  ls -l /tmp/longhorn*
  -rw-r--r-- 1 rancher users 13883 Sep  5 16:27 /tmp/longhorn-crd-106.2.0+up1.8.1.tgz
  ```

  ### How can we reproduce it (as minimally and precisely as possible)?

  ```
  ... (5 more lines)

Acceptance Criteria (1):
--------------------------------------------------------------------------------
  1. _fail_ if the version is not there"
helm-helm-31144,cms-web,helm/helm,2025-08-17T22:40:12Z,https://github.com/helm/helm/issues/31144,[HIP-0026] implementation tracking issue (Helm 4 plugin system),"feature, v4.x, docs needed","Tracking issue for Helm 4 plugin system HIP implementation: https://github.com/helm/community/blob/main/hips/hip-0026.md#implementation-plan

  ### Status
  ### PRs to review
  For full context, this branch contains complete work: https://github.com/scottrigby/helm/tree/plugin-system
  This combined branch will stay updated with any changes made to the smaller subset PRs below (commit SHAs will change for this reason).

  Because smaller PRs are encouraged for Helm generally, we are quickly breaking out the complete work branch above into smaller, more easily reviewable PRs, some of which must be merged sequentially:
  1. #31142
  2. #31145
  ... (7 more lines)

Acceptance Criteria (8):
--------------------------------------------------------------------------------
  1. Merge into upstream `main` before the Helm 4 pre-release (scheduled for Aug 31, 2025)
  2. Clean up example plugins repo (move to helm github org?)
  3. Collab with community plugin authors
  4. Maintainer review and approval (@gjenkins8 and @scottrigby collaborated on the work, so needs another maintainer review)
  5. stay updated with any changes made to the smaller subset PRs below (commit SHAs will change for this reason).
  6. be merged sequentially:
  7. Implementation complete and fully functional
  8. Develop presentation"
helm-helm-31112,devops,helm/helm,2025-08-06T11:10:18Z,https://github.com/helm/helm/issues/31112,`helm install --dry-run` should set the ClientOnly flag and disable cluster reachability checking.,feature,"**Note**: This would be fixed by https://github.com/helm/helm/pull/30833

  When I run `helm install --dry-run` without being connected to a Kubernetes cluster, I'd like it to not fail. I specified `--dry-run` specifically because I want it to not attempt a connection to a cluster i.e. perform a dry run.

  This would make it possible to validate the rendering of the `NOTES.txt` portion of a Helm chart in an automated test, which is something I'd like to do for my Helm chart."
helm-helm-31098,devops,helm/helm,2025-07-28T14:35:38Z,https://github.com/helm/helm/issues/31098,--debug flag is ignored on helm pull,"help wanted, feature, good first issue","I ran `helm pull strimzi/strimzi-kafka-operator --version 0.46.1 --debug` and no output was printed.

  I expected at least the HTTP level debug logs to be printed such as URL(s) called, redirects, proxy in use, etc.

  ### How can we reproduce it (as minimally and precisely as possible)?"
helm-helm-31075,api-backend,helm/helm,2025-07-18T11:47:07Z,https://github.com/helm/helm/issues/31075,Feature Request: An option for specifying registry TLS options in memory,feature,"Right now Flux is using `pkg/registry.LoginOptTLSClientConfig` which requires us to write files to source-controller disk, which is really bad for a controller. I'd like to have `LoginOptTLSClientConfigFromConfig` ??"
helm-helm-31066,other,helm/helm,2025-07-16T12:33:04Z,https://github.com/helm/helm/issues/31066,hip-0025 implementation: sequence subcharts within a parent chart,"feature, Stale",Add Helm support for sequencing subcharts as per https://github.com/helm/community/blob/main/hips/hip-0025.md#chart-dependencies-example
helm-helm-31014,traditional-website,helm/helm,2025-06-27T16:45:29Z,https://github.com/helm/helm/issues/31014,Lint `crds` directory,"help wanted, feature","`helm lint` will check the `crds/` directory only contains YAML files that define custom resource definitions (`kind: CustomResourceDefinition`) and are not templates.

  https://kubernetes.io/docs/concepts/extend-kubernetes/api-extension/custom-resources/

  `helm lint` does validate `templates/` contains valid template files, so I was a bit surprised to find that can put any arbitrary YAML files in `crds` and `helm lint` won't raise a warning or fail.

Acceptance Criteria (1):
--------------------------------------------------------------------------------
  1. check the `crds/` directory only contains YAML files that define custom resource definitions (`kind: CustomResourceDefinition`) and are not templates."
helm-helm-31012,other,helm/helm,2025-06-27T15:56:00Z,https://github.com/helm/helm/issues/31012,hip-0025: implementation tracking issue,"feature, v4.x","Tracking issue for https://github.com/helm/community/blob/main/hips/hip-0025.md#readiness

Acceptance Criteria (2):
--------------------------------------------------------------------------------
  1. hip-0025 implementation: sequence resources within a single chart resources
  2. hip-0025 implementation: readiness annotation"
helm-helm-31008,other,helm/helm,2025-06-26T15:48:04Z,https://github.com/helm/helm/issues/31008,Return release labels in the GetMetadata() function,feature,"Release object has the [Labels field](https://github.com/helm/helm/blob/main/pkg/release/v1/release.go#L44), which is saved as part of metadata of the release.
  But [metadata object](https://github.com/helm/helm/blob/main/pkg/action/get_metadata.go#L36) does not have this field, so doesn't pass it on [fetch](https://github.com/helm/helm/blob/main/pkg/action/get_metadata.go#L67) action.

  Could wee add Labels to the Metadata struct and return them?

  If we store something in metadata, it would be logical to have a method to get this info without fetching the whole release object. It could be very useful in some cases, like storing the checksum of the manifests in a label."
learningequality-kolibri-13425,traditional-website,learningequality/kolibri,2025-05-27T15:09:40Z,https://github.com/learningequality/kolibri/issues/13425,Learner and Coach beta experience for Courses and Pre-tests/Post-tests,Epic,"<img height=""20px"" src=""https://i.imgur.com/c7hUeb5.jpeg"">

  ? **This issue is not open for contribution. Visit <a href=""https://learningequality.org/contributing-to-our-open-code-base/"" target=""_blank"">Contributing guidelines</a>** to learn about the contributing process and how to find suitable issues.

  <img height=""20px"" src=""https://i.imgur.com/c7hUeb5.jpeg"">

Acceptance Criteria (5):
--------------------------------------------------------------------------------
  1. use search recommendations to automatically recommend comment.
  2. be released as an MVP (although there might be some ecosystem-level prerequisite work, particularly around the data structures, that needs to be compl
  3. do this on LE for the pilot program using a script, and/or perhaps enabling channels to be turned into courses at the level of a folder, with nested f
  4. focus on the Studio admin experience of actually creating the course (vs.
  5. be considered ""part of"" the Kolibri aspects of this project."
learningequality-kolibri-13391,devops,learningequality/kolibri,2025-05-12T15:40:47Z,https://github.com/learningequality/kolibri/issues/13391,First time user onboarding workflow,Epic,================================================================================
learningequality-kolibri-13390,traditional-website,learningequality/kolibri,2025-05-12T15:34:05Z,https://github.com/learningequality/kolibri/issues/13390,Allow HTML5 articles and general inclusion of rich text in HTML in content rendering,Epic,"<img height=""20px"" src=""https://i.imgur.com/c7hUeb5.jpeg"">

  ? **This issue is not open for contribution. Visit <a href=""https://learningequality.org/contributing-to-our-open-code-base/"" target=""_blank"">Contributing guidelines</a>** to learn about the contributing process and how to find suitable issues.

  <img height=""20px"" src=""https://i.imgur.com/c7hUeb5.jpeg"">

Acceptance Criteria (5):
--------------------------------------------------------------------------------
  1. help enforce other aspects, such as appropriate header levels, tab order, etc.
  2. serve as the foundation for displaying rich content created in the planned rich text editor, using HTML5 as the basis for the rich text documents.
  3. know when the project is done*
  4. also be leveraged to display inlined HTML elements in QTI assessments
  5. sanitize HTML to prevent XSS attacks, CSS overrides, and any use of Javascript while preserving legitimate formatting"
dbt-labs-dbt-core-12255,api-backend,dbt-labs/dbt-core,2025-12-04T17:03:59Z,https://github.com/dbt-labs/dbt-core/issues/12255,"[Feature] for python modles, user can add their own log lines (including custom variables) and we will display them in the dbt CLI","enhancement, triage, python_models","### Is this your first time submitting a feature request?
  
  - for python modles, user can add their own log lines (including custom variables) and we will display them in the dbt CLI
  - similar to what we support with Jinja {{ log() }}

Acceptance Criteria (4):
--------------------------------------------------------------------------------
  1. I have searched the existing issues, and I could not find an existing issue for this feature
  2. I am requesting a straightforward extension of existing dbt functionality, rather than a Big Idea better suited to a discussion
  3. I have read the [expectations for open source contributors](https://docs.getdbt.com/docs/contributing/oss-expectations)
  4. display them in the dbt CLI"
dbt-labs-dbt-core-12254,api-backend,dbt-labs/dbt-core,2025-12-04T17:01:07Z,https://github.com/dbt-labs/dbt-core/issues/12254,[Feature] support ephemeral models + python models,"enhancement, triage, python_models","### Is this your first time submitting a feature request?
  
  - python models that reference ephemeral SQL models
  - python models that are themselves ephemeral

Acceptance Criteria (3):
--------------------------------------------------------------------------------
  1. I have searched the existing issues, and I could not find an existing issue for this feature
  2. I am requesting a straightforward extension of existing dbt functionality, rather than a Big Idea better suited to a discussion
  3. I have read the [expectations for open source contributors](https://docs.getdbt.com/docs/contributing/oss-expectations)"
dbt-labs-dbt-core-12248,performance,dbt-labs/dbt-core,2025-12-02T22:26:18Z,https://github.com/dbt-labs/dbt-core/issues/12248,[Feature] allow incremental_predicates to support self-referential subqueries,"enhancement, triage","### Is this your first time submitting a feature request?
  
  https://dev.to/superpayments/improve-dbt-incremental-performance-on-snowflake-using-custom-incremental-strategy-3ag3
  
  User wants to limit the incremental logic to only consider the last 24 hours, but [incremental_predicates](https://docs.getdbt.com/docs/build/incremental-strategy#about-incremental_predicates) doesn't support self-referential subqueries out-of-the-box, so they  inserted their own string substitution logic in the middle by using a [custom incremental strategy](https://docs.getdbt.com/docs/build/incremental-strategy#custom-strategies).

Acceptance Criteria (3):
--------------------------------------------------------------------------------
  1. I have searched the existing issues, and I could not find an existing issue for this feature
  2. I am requesting a straightforward extension of existing dbt functionality, rather than a Big Idea better suited to a discussion
  3. I have read the [expectations for open source contributors](https://docs.getdbt.com/docs/contributing/oss-expectations)"
dbt-labs-dbt-core-12193,api-backend,dbt-labs/dbt-core,2025-11-23T23:24:40Z,https://github.com/dbt-labs/dbt-core/issues/12193,[Feature] Support `DBT_SELECTOR` as environment variable for `--selector`,"enhancement, triage","### Is this your first time submitting a feature request?
  
  How about supporting `DBT_SELECTOR` as an environment variable for `--selector`?
  
  Looks like it could make sense, and makes using predefined selectors a little smoother in some setups.

Acceptance Criteria (3):
--------------------------------------------------------------------------------
  1. I have searched the existing issues, and I could not find an existing issue for this feature
  2. I am requesting a straightforward extension of existing dbt functionality, rather than a Big Idea better suited to a discussion
  3. I have read the [expectations for open source contributors](https://docs.getdbt.com/docs/contributing/oss-expectations)"
dbt-labs-dbt-core-12189,api-backend,dbt-labs/dbt-core,2025-11-20T13:59:05Z,https://github.com/dbt-labs/dbt-core/issues/12189,[Feature] show delete and insert times on incremental logs,"enhancement, triage","### Is this your first time submitting a feature request?
  
  Add, delete, and insert times on incremental DBT logs, currently showing:
  
  INFO - 17:24:45  Running with dbt=1.10.13
  INFO - 17:24:45  Registered adapter: redshift=1.9.5
  INFO - 17:24:46  Found 7 models, 17 sources, 524 macros
  INFO - 17:24:46
  INFO - 17:24:46  Concurrency: 4 threads (target='dev')
  INFO - 17:24:46
  ... (8 more lines)

Acceptance Criteria (4):
--------------------------------------------------------------------------------
  1. I have searched the existing issues, and I could not find an existing issue for this feature
  2. I am requesting a straightforward extension of existing dbt functionality, rather than a Big Idea better suited to a discussion
  3. I have read the [expectations for open source contributors](https://docs.getdbt.com/docs/contributing/oss-expectations)
  4. help debug long-running DBTs, on databases that are slow to delete records and/or identify ways to improve the DBT, looking only at the main logs."
dbt-labs-dbt-core-12174,devops,dbt-labs/dbt-core,2025-11-17T18:52:23Z,https://github.com/dbt-labs/dbt-core/issues/12174,"[Feature] Source freshness/timeliness by pipeline run (semantics), not column value","enhancement, triage","### Is this your first time submitting a feature request?
  
  Right now, `dbt source freshness` works by checking the maximum value of a timestamp column within the source table. This works well when measuring the recency of the table's most recent record, and it aligns well with DBT's definition of freshness:
  
  > A freshness block is used to define the acceptable amount of time between the most recent record, and now, for a table to be considered ""fresh"".
  >
  > https://docs.getdbt.com/reference/resource-properties/freshness?utm_source=chatgpt.com#definition

Acceptance Criteria (3):
--------------------------------------------------------------------------------
  1. I have searched the existing issues, and I could not find an existing issue for this feature
  2. I am requesting a straightforward extension of existing dbt functionality, rather than a Big Idea better suited to a discussion
  3. I have read the [expectations for open source contributors](https://docs.getdbt.com/docs/contributing/oss-expectations)"
dbt-labs-dbt-core-12164,api-backend,dbt-labs/dbt-core,2025-11-13T15:31:38Z,https://github.com/dbt-labs/dbt-core/issues/12164,[Feature] model versions in pre-release shouldn't trigger contract violation failures,"enhancement, triage","### Is this your first time submitting a feature request?
  
  When developing a new version of a model, it's helpful to keep contract enforcement to `true` so you can address any contract violations in development. However, if you then push this new (still pre-release) version to a higher environment you cannot make any ""breaking"" changes without dbt failing due to contract violations (`While comparing to previous project state, dbt detected a breaking change to an enforced contract`).
  
  In semantic versioning, breaking changes in pre-release versions are considered acceptable because a pre-release version signals that it's not ready for production use. It would be fine if dbt _warned_ of breaking changes in pre-release versions, but it shouldn't throw a hard failure.

Acceptance Criteria (3):
--------------------------------------------------------------------------------
  1. I have searched the existing issues, and I could not find an existing issue for this feature
  2. I am requesting a straightforward extension of existing dbt functionality, rather than a Big Idea better suited to a discussion
  3. I have read the [expectations for open source contributors](https://docs.getdbt.com/docs/contributing/oss-expectations)"
dbt-labs-dbt-core-12250,traditional-website,dbt-labs/dbt-core,2025-11-03T09:26:30Z,https://github.com/dbt-labs/dbt-core/issues/12250,[FEAT] Cross dbt Core and Fusion - Support overloaded UDFs,enhancement,"**Is your feature request related to a problem? Please describe.**
  
  _I don't know where to raise this issue as it relates to the dbt language more than Core/Fusion._
  
  dbt should support overloaded UDFs ; the ability to define different UDFs with the same name but with different argument numbers and types
  For example, [Snowflake supports this](https://docs.snowflake.com/en/developer-guide/udf-stored-procedure-naming-conventions).

Acceptance Criteria (6):
--------------------------------------------------------------------------------
  1. SQL Understanding Features
  2. Adapter or Database Driver Features
  3. support overloaded UDFs ; the ability to define different UDFs with the same name but with different argument numbers and types
  4. dbt language
  5. CLI Features
  6. VS Code extension"
dbt-labs-dbt-core-12130,api-backend,dbt-labs/dbt-core,2025-10-30T10:32:16Z,https://github.com/dbt-labs/dbt-core/issues/12130,[Feature] Topological sort of nodes in dbt list,"enhancement, triage","### Is this your first time submitting a feature request?
  
  It would be really cool if the results of `dbt list` were topologically sorted, rather than alphabetical
  
  https://github.com/dbt-labs/dbt-core/blob/785304732f959ec15ebb285430fcca876c1a525a/core/dbt/task/list.py#L69-L72

Acceptance Criteria (3):
--------------------------------------------------------------------------------
  1. I have searched the existing issues, and I could not find an existing issue for this feature
  2. I am requesting a straightforward extension of existing dbt functionality, rather than a Big Idea better suited to a discussion
  3. I have read the [expectations for open source contributors](https://docs.getdbt.com/docs/contributing/oss-expectations)"
dbt-labs-dbt-core-12123,api-backend,dbt-labs/dbt-core,2025-10-28T15:11:59Z,https://github.com/dbt-labs/dbt-core/issues/12123,[UDFs] user-defined AGGREGATE functions,"enhancement, user docs","### Is this your first time submitting a feature request?
  
  ### Are you interested in contributing this feature?

Acceptance Criteria (3):
--------------------------------------------------------------------------------
  1. I have searched the existing issues, and I could not find an existing issue for this feature
  2. I am requesting a straightforward extension of existing dbt functionality, rather than a Big Idea better suited to a discussion
  3. I have read the [expectations for open source contributors](https://docs.getdbt.com/docs/contributing/oss-expectations)"
dbt-labs-dbt-core-12122,other,dbt-labs/dbt-core,2025-10-28T14:37:22Z,https://github.com/dbt-labs/dbt-core/issues/12122,[Feature] be able to set snowflake_warehouse for metadata queries,enhancement,"Currently, you can configure the `snowflake_warehouse` to be used for certain models / folders-of-models in your project ([docs](https://docs.getdbt.com/reference/resource-configs/snowflake-configs#configuring-virtual-warehouses)).
  
  What if there was a way to configure this for the metadata queries that dbt runs under the hood?
  
  > Any thoughts on just configuring a specific warehouse for all the ""light"" work?
  In our example with Snowflake compute is done by each minute. Even if you only use the warehouse for ms, you're charged for that entire minute. Additionally, if you are using larger warehouses, the credits double per tier.
  While these background tasks can be handled on a XSMALL at 1 credit/minute, the actual jobs are configured from Medium - XLarge (4/8/16 credits respectively). By using a dedicated smallest sized warehouse for the lightweight queries I suspect we can minimize the compute coat load

Acceptance Criteria (1):
--------------------------------------------------------------------------------
  1. this be used for `introspective queries` too?"
dbt-labs-dbt-core-12113,api-backend,dbt-labs/dbt-core,2025-10-24T09:09:02Z,https://github.com/dbt-labs/dbt-core/issues/12113,[Feature] Add --project-id flag as a global flag,"enhancement, triage","### Is this your first time submitting a feature request?
  
  **Problem:** Currently I did not find a way to work with multiple dbt cloud projects from the same dbt cli.
  In this specific case we have the same repository however there are different geos I want to run the code against.
  Additonally, I want to enable `pre-commit` to run checks against multiple projects utilizing the same repo instead.
  
  **Feature:** Adding a `--project-id` optional global flag to provide dbt cloud project_id during run-time and if there is already `project-id` in `dbt_project.yml` use the one provided via the flag.

Acceptance Criteria (3):
--------------------------------------------------------------------------------
  1. I have searched the existing issues, and I could not find an existing issue for this feature
  2. I am requesting a straightforward extension of existing dbt functionality, rather than a Big Idea better suited to a discussion
  3. I have read the [expectations for open source contributors](https://docs.getdbt.com/docs/contributing/oss-expectations)"
dbt-labs-dbt-core-12109,api-backend,dbt-labs/dbt-core,2025-10-23T13:20:39Z,https://github.com/dbt-labs/dbt-core/issues/12109,[Feature] Development / optional packages,"enhancement, triage","### Is this your first time submitting a feature request?
  
  Currently, all packages listed in `packages.yml` are installed when running `dbt deps`, but some packages are only needed for development, like `codegen` or `dbt_project_evaluator`.
  
  Just like python projects can have optional or development dependencies, optional packages in dbt would allow to selectively install packages, for instance only the ones that are needed to run `dbt build` in production.

Acceptance Criteria (3):
--------------------------------------------------------------------------------
  1. I have searched the existing issues, and I could not find an existing issue for this feature
  2. I am requesting a straightforward extension of existing dbt functionality, rather than a Big Idea better suited to a discussion
  3. I have read the [expectations for open source contributors](https://docs.getdbt.com/docs/contributing/oss-expectations)"
